N = 600
0, 2204665
1, 1746916
2, 1789542
3, 1883835
4, 2348881
5, 1762499
6, 1753834
7, 1756553
8, 1748923
9, 1961854
10, 1739040
11, 1750994
12, 1721176
13, 1951146
14, 1737430
15, 1982641
16, 1815746
17, 1746510
18, 1840076
19, 1795748
20, 1791468
21, 1849375
22, 1773754
23, 1824028
24, 1740370
25, 1744282
26, 1734630
27, 1721603
28, 2288300
29, 1729878
30, 1733254
31, 1725539
32, 1740644
33, 1737311
34, 1737480
35, 1723566
36, 1757826
37, 1914533
38, 1741540
39, 1741914
40, 1752194
41, 1740341
42, 1776517
43, 1734491
44, 1982588
45, 1924496
46, 1738547
47, 1716080
48, 1720678
49, 1721018
50, 1733780
51, 1728857
52, 1728967
53, 1714494
54, 1729347
55, 1724831
56, 1736279
57, 1724734
58, 1736526
59, 1763313
60, 1730039
61, 1843546
62, 1810473
63, 1734641
64, 1737105
65, 1748559
66, 1719819
67, 1728282
68, 1740002
69, 1728950
70, 1730437
71, 1727728
72, 1726277
73, 1728716
74, 1727484
75, 1724462
76, 1729145
77, 1729374
78, 1726797
79, 1725403
80, 1726117
81, 1732221
82, 1728571
83, 1730701
84, 1731614
85, 1728480
86, 1727398
87, 1723254
88, 1728491
89, 1731596
90, 1718379
91, 1720174
92, 1732469
93, 1764382
94, 1734535
95, 1723774
96, 1717664
97, 1855533
98, 1719027
99, 1716183
100, 1726407
101, 1718673
102, 1712188
103, 1722398
104, 1721709
105, 1721024
106, 1710751
107, 1712906
108, 1711903
109, 1704554
110, 1717214
111, 1717334
112, 1708858
113, 1709987
114, 1704463
115, 1713343
116, 1725920
117, 1708817
118, 1722903
119, 1746980
120, 1712284
121, 1735097
122, 1711773
123, 1724143
124, 1728503
125, 1718324
126, 1702858
127, 1728574
128, 1718497
129, 1722062
130, 1698647
131, 1711554
132, 1735819
133, 1706030
134, 1704106
135, 1710122
136, 1722853
137, 1710302
138, 1718420
139, 1715503
140, 1716762
141, 1720519
142, 1735768
143, 1712722
144, 1739036
145, 1713189
146, 1725336
147, 1704811
148, 1702277
149, 1720800
150, 1700714
151, 1711829
152, 1716739
153, 1721492
154, 1717894
155, 1711937
156, 1762803
157, 1777664
158, 2391424
159, 2540319
160, 2527976
161, 2512133
162, 2540172
163, 2487913
164, 2558770
165, 1727687
166, 1732498
167, 1712506
168, 1719368
169, 1720744
170, 1718411
171, 1721586
172, 1721637
173, 1745979
174, 2036684
175, 1752806
176, 1724291
177, 1727709
178, 1722234
179, 1809178
180, 1922980
181, 1711871
182, 1947583
183, 1716178
184, 1729050
185, 1750973
186, 1719953
187, 1720854
188, 1712887
189, 1718659
190, 1718778
191, 1713114
192, 1748195
193, 1712086
194, 1709894
195, 1716731
196, 1723696
197, 1758894
198, 1719464
199, 1715725
200, 1727836
201, 1707938
202, 1717242
203, 1728819
204, 1725661
205, 1847575
206, 1724599
207, 1704888
208, 1739057
209, 1720956
210, 1715721
211, 1708455
212, 1707130
213, 1724804
214, 1809040
215, 1832160
216, 1723447
217, 1730836
218, 1727793
219, 1718542
220, 1717070
221, 1710047
222, 1719437
223, 2194299
224, 2294666
225, 2300395
226, 2107357
227, 1883002
228, 2137839
229, 1957588
230, 2147242
231, 2262594
232, 2563354
233, 2493728
234, 2225449
235, 3260061
236, 3030695
237, 2321212
238, 2599616
239, 1792752
240, 1770106
241, 1769801
242, 1968131
243, 1765127
244, 1747747
245, 1735865
246, 1981999
247, 1854769
248, 1756119
249, 1759664
250, 1761543
251, 1826464
252, 1749892
253, 1732530
254, 1748397
255, 2368304
256, 2353272
257, 2296979
258, 2290599
259, 1768995
260, 1737937
261, 1740963
262, 1734088
263, 2515686
264, 1760828
265, 1828076
266, 1786575
267, 1827736
268, 1750960
269, 1793564
270, 1735569
271, 1738961
272, 2148172
273, 1738224
274, 1764509
275, 1730642
276, 1740466
277, 1832664
278, 1723286
279, 1723766
280, 1709031
281, 1719008
282, 1718185
283, 1767311
284, 1736123
285, 1849719
286, 1743009
287, 2472580
288, 2563412
289, 2614768
290, 2587313
291, 2599276
292, 2586848
293, 2614486
294, 2624986
295, 2587558
296, 2575936
297, 2580977
298, 2503397
299, 2596410
300, 3207223
301, 2022346
302, 2894337
303, 2229594
304, 1735680
305, 1739559
306, 1735884
307, 1999209
308, 2274392
309, 1826041
310, 1751348
311, 1752633
312, 1734543
313, 1734910
314, 1738591
315, 1858705
316, 1786049
317, 2665013
318, 1934116
319, 1762978
320, 1750047
321, 1748747
322, 1729985
323, 1741111
324, 1771195
325, 1712936
326, 2456787
327, 1763753
328, 1777778
329, 1826596
330, 1731206
331, 1819307
332, 1756165
333, 1737645
334, 1973309
335, 1787918
336, 1758446
337, 1735139
338, 1737787
339, 1734892
340, 1781558
341, 1743732
342, 1761623
343, 1742859
344, 1742606
345, 1740432
346, 1737413
347, 1726381
348, 1739166
349, 1743318
350, 1730486
351, 1760173
352, 1732024
353, 1737238
354, 1736121
355, 1734346
356, 1730720
357, 1731435
358, 1741163
359, 1734025
360, 1719060
361, 1771459
362, 1734036
363, 1729005
364, 1736951
365, 1738012
366, 1733699
367, 1745161
368, 1796802
369, 1729472
370, 1718656
371, 1705569
372, 1724560
373, 1715417
374, 1730167
375, 1719419
376, 1903955
377, 1730085
378, 1721836
379, 1819112
380, 1721716
381, 1718807
382, 1727933
383, 1725698
384, 1725643
385, 1724738
386, 1713239
387, 1720139
388, 1727139
389, 1729446
390, 1731433
391, 1711767
392, 1713904
393, 1709223
394, 1728917
395, 1735996
396, 1740038
397, 1709600
398, 1715892
399, 1716870
400, 1722213
401, 1720479
402, 1736219
403, 1714104
404, 1716707
405, 2039855
406, 1709602
407, 1724574
408, 1727875
409, 1734214
410, 1726392
411, 1719550
412, 1725461
413, 1779438
414, 1726440
415, 1737868
416, 1739854
417, 1715645
418, 1718041
419, 1781279
420, 1718734
421, 1725254
422, 1729198
423, 1720134
424, 1719249
425, 1735661
426, 1729197
427, 1984103
428, 1728267
429, 1725789
430, 1728133
431, 1733459
432, 1743930
433, 1720933
434, 1762230
435, 1718242
436, 1760403
437, 1716670
438, 1725217
439, 1730568
440, 1723871
441, 2092196
442, 1837297
443, 1725076
444, 1719267
445, 1712171
446, 1715365
447, 1719267
448, 1753993
449, 1753278
450, 1733742
451, 1730519
452, 1757711
453, 1756039
454, 1830042
455, 1711677
456, 1769129
457, 1926862
458, 1720543
459, 1755938
460, 1729569
461, 1738308
462, 1725757
463, 1730410
464, 1827391
465, 1779367
466, 1752059
467, 2093217
468, 1868249
469, 3004309
470, 1766986
471, 1753741
472, 1832733
473, 2187327
474, 2233988
475, 1840598
476, 1773788
477, 1903128
478, 2045356
479, 1883382
480, 1788980
481, 1742632
482, 1767710
483, 1715598
484, 1720253
485, 1718211
486, 2264069
487, 1914781
488, 1776714
489, 1748615
490, 1752761
491, 1729776
492, 1728973
493, 1729361
494, 1763021
495, 1981062
496, 1856769
497, 1764812
498, 1723671
499, 1724897
500, 1729809
501, 1764476
502, 1721391
503, 1720785
504, 1724570
505, 1721470
506, 1723762
507, 1719866
508, 1736941
509, 1727911
510, 1734118
511, 1734245
512, 1761667
513, 1736638
514, 1729023
515, 1723445
516, 1727123
517, 1777676
518, 1733345
519, 1723353
520, 1720550
521, 1720657
522, 1722355
523, 1814684
524, 1723332
525, 1822365
526, 1730340
527, 1732386
528, 1751678
529, 1802167
530, 1765640
531, 1733855
532, 1727742
533, 1723397
534, 1719834
535, 1717202
536, 1727864
537, 1744664
538, 1719821
539, 1726091
540, 1728639
541, 1728403
542, 1725865
543, 1723306
544, 1731808
545, 1726583
546, 1728118
547, 1726887
548, 1746224
549, 1756375
550, 1719936
551, 1746472
552, 1733851
553, 2294548
554, 2461042
555, 2074633
556, 1740635
557, 1732383
558, 1728244
559, 1736659
560, 1727334
561, 1810529
562, 1733840
563, 1735461
564, 1714594
565, 1727285
566, 1726995
567, 1761389
568, 1730206
569, 1724954
570, 1725695
571, 1723400
572, 1736901
573, 1776629
574, 1724886
575, 1826317
576, 1728612
577, 1732819
578, 1716885
579, 1717742
580, 1739240
581, 1725716
582, 1730196
583, 1728022
584, 1722203
585, 1729652
586, 1715540
587, 1722881
588, 1719864
589, 1723077
590, 1737487
591, 1729608
592, 1745491
593, 1743323
594, 1729582
595, 1726108
596, 1730191
597, 1738066
598, 1756708
599, 1723671
600, 1754687
