0, 687729
1, 4717
2, 2612
3, 2455
4, 2387
5, 2332
6, 2282
7, 2288
8, 2185
9, 2244
10, 2212
11, 2122
12, 2150
13, 2504
14, 2192
15, 2121
16, 2169
17, 2153
18, 2243
19, 2212
20, 2216
21, 2272
22, 2075
23, 2152
24, 2203
25, 2453
26, 2019
27, 2782
28, 2837
29, 3571
30, 2217
31, 2122
32, 2137
33, 2093
34, 2109
35, 2150
36, 7535
37, 2297
38, 2070
39, 2071
40, 2163
41, 3710
42, 2203
43, 2130
44, 2573
45, 3015
46, 2247
47, 2102
48, 2530
49, 2097
50, 2190
51, 2683
52, 2091
53, 2183
54, 2066
55, 2092
56, 2090
57, 2083
58, 2051
59, 1987
60, 2299
61, 2030
62, 2067
63, 2203
64, 2190
65, 2110
66, 2135
67, 2088
68, 2097
69, 2127
70, 2597
71, 7682
72, 2210
73, 2180
74, 2159
75, 2162
76, 2136
77, 2074
78, 2152
79, 2096
80, 1991
81, 1985
82, 1972
83, 2142
84, 1947
85, 1927
86, 1960
87, 1985
88, 1956
89, 1955
90, 1936
91, 1965
92, 1953
93, 2043
94, 2010
95, 2160
96, 1925
97, 2022
98, 1933
99, 1824
100, 1889
101, 1966
102, 1954
103, 2130
104, 2010
105, 2650
106, 2480
107, 2010
108, 1973
109, 1995
110, 1976
111, 2077
112, 2073
113, 2010
114, 1923
115, 2037
116, 1966
117, 1998
118, 2253
119, 2039
120, 2078
121, 2075
122, 2021
123, 1974
124, 2018
125, 2007
126, 1962
127, 15775
128, 2110
129, 2034
130, 2206
131, 1968
132, 1991
133, 1963
134, 2042
135, 2030
136, 2016
137, 2048
138, 2035
139, 1978
140, 2044
141, 2275
142, 2010
143, 1957
144, 1960
145, 1991
146, 1997
147, 1928
148, 1984
149, 2715
150, 2666
151, 2140
152, 2001
153, 2233
154, 1971
155, 2040
156, 2574
157, 2781
158, 2832
159, 3002
160, 2249
161, 2058
162, 2026
163, 1999
164, 7342
165, 2227
166, 2005
167, 2028
168, 2047
169, 3524
170, 2197
171, 2092
172, 2157
173, 2131
174, 2127
175, 1988
176, 2412
177, 2023
178, 2032
179, 2148
180, 2110
181, 2002
182, 2082
183, 2056
184, 2065
185, 2003
186, 1955
187, 1992
188, 2037
189, 2025
190, 2015
191, 2006
192, 2103
193, 2007
194, 2079
195, 1954
196, 1938
197, 2023
198, 2513
199, 2123
200, 2446
201, 2059
202, 1985
203, 2003
204, 1948
205, 2070
206, 1970
207, 1980
208, 2027
209, 1983
210, 2085
211, 1999
212, 2237
213, 1990
214, 2146
215, 2168
216, 2140
217, 2061
218, 1990
219, 2017
220, 1997
221, 1963
222, 1898
223, 6572
224, 2360
225, 2003
226, 2094
227, 1900
228, 1992
229, 2021
230, 1965
231, 2054
232, 1898
233, 2289063
234, 8590
235, 3242
236, 2446
237, 3655
238, 2527
239, 2557
240, 2633
241, 2663
242, 3398
243, 6833
244, 2658
245, 2256
246, 2380
247, 2511
248, 2050
249, 2138
250, 2127
251, 2047
252, 2013
253, 1938
254, 1927
255, 6877
256, 5074
257, 2593
258, 11356
259, 2217
260, 2187
261, 2212
262, 2141
263, 2101
264, 2111
265, 2165
266, 2139
267, 2018
268, 2108
269, 2043
270, 2334
271, 1962
272, 2070
273, 1990
274, 2048
275, 2010
276, 2008
277, 2066
278, 2063
279, 2085
280, 2030
281, 2128
282, 2220
283, 2065
284, 2011
285, 2045
286, 2113
287, 2278
288, 2008
289, 1838
290, 1874
291, 1848
292, 1946
293, 2384
294, 1814
295, 1829
296, 1705
297, 1757
298, 1810
299, 1828
300, 1776
301, 1842
302, 1821
303, 1814
304, 1802
305, 2068
306, 1827
307, 1824
308, 1776
309, 1745
310, 1856
311, 1883
312, 1848
313, 1845
314, 1721
315, 1758
316, 9130
317, 2735
318, 1782
319, 1758
320, 1720
