N = 600
0, 2399552
1, 589582
2, 545644
3, 607215
4, 450828
5, 393730
6, 727786
7, 663024
8, 748361
9, 722477
10, 635786
11, 451496
12, 397278
13, 406732
14, 349304
15, 310554
16, 309461
17, 220575
18, 221046
19, 228606
20, 249008
21, 204370
22, 231904
23, 232042
24, 193269
25, 270383
26, 200089
27, 209144
28, 182600
29, 206028
30, 304570
31, 295368
32, 320552
33, 369610
34, 354508
35, 336532
36, 311226
37, 324237
38, 315503
39, 423501
40, 326274
41, 304232
42, 374325
43, 309226
44, 366836
45, 317315
46, 334523
47, 403604
48, 313944
49, 359001
50, 332852
51, 323540
52, 342220
53, 323771
54, 323196
55, 328342
56, 306890
57, 302169
58, 329653
59, 341765
60, 324009
61, 338851
62, 308534
63, 340279
64, 339256
65, 328125
66, 336998
67, 300569
68, 331888
69, 301193
70, 327772
71, 331199
72, 301976
73, 330337
74, 304745
75, 366763
76, 304121
77, 311973
78, 331429
79, 324742
80, 362159
81, 337497
82, 297939
83, 304110
84, 233499
85, 304165
86, 243446
87, 253679
88, 301536
89, 251492
90, 279609
91, 275135
92, 225834
93, 210053
94, 215867
95, 240799
96, 249586
97, 567860
98, 213296
99, 211421
100, 211851
101, 290670
102, 208051
103, 211451
104, 230801
105, 210214
106, 238242
107, 206822
108, 337878
109, 216866
110, 220054
111, 268601
112, 237163
113, 224909
114, 242229
115, 219254
116, 283488
117, 227453
118, 243472
119, 250351
120, 216857
121, 244679
122, 250166
123, 288884
124, 233606
125, 219930
126, 221247
127, 306226
128, 217539
129, 221976
130, 250426
131, 293492
132, 230986
133, 205807
134, 270849
135, 203167
136, 207826
137, 272553
138, 318016
139, 214487
140, 236181
141, 200209
142, 249981
143, 212302
144, 229228
145, 195186
146, 239395
147, 247335
148, 215054
149, 260794
150, 180659
151, 248812
152, 180514
153, 255244
154, 170226
155, 194882
156, 177390
157, 205229
158, 176648
159, 201280
160, 185198
161, 213852
162, 180039
163, 197953
164, 224575
165, 185032
166, 178807
167, 216534
168, 207709
169, 252101
170, 179934
171, 208637
172, 201822
173, 167035
174, 170973
175, 207192
176, 206360
177, 173906
178, 175445
179, 270695
180, 187976
181, 186058
182, 176546
183, 242401
184, 180919
185, 181735
186, 178152
187, 244726
188, 181440
189, 201908
190, 180118
191, 231864
192, 182747
193, 206351
194, 233997
195, 183047
196, 174060
197, 183028
198, 233278
199, 208296
200, 174292
201, 175863
202, 269291
203, 232742
204, 176569
205, 176780
206, 213280
207, 293679
208, 163596
209, 138833
210, 209056
211, 154722
212, 144720
213, 208923
214, 183887
215, 145511
216, 137493
217, 139896
218, 137321
219, 176236
220, 145758
221, 137753
222, 138452
223, 194041
224, 146280
225, 134782
226, 134581
227, 135399
228, 140605
229, 140162
230, 135185
231, 134169
232, 140713
233, 188215
234, 164114
235, 142664
236, 145291
237, 136089
238, 136062
239, 167263
240, 140034
241, 144560
242, 127730
243, 165416
244, 163486
245, 129876
246, 135443
247, 153512
248, 127642
249, 146582
250, 118444
251, 117654
252, 119443
253, 129148
254, 120488
255, 145271
256, 124860
257, 133919
258, 110219
259, 126122
260, 154893
261, 117605
262, 117287
263, 119323
264, 134514
265, 123322
266, 143200
267, 120752
268, 126571
269, 129038
270, 116074
271, 120351
272, 146908
273, 123774
274, 122717
275, 118960
276, 154999
277, 130344
278, 123126
279, 115017
280, 124490
281, 125202
282, 116991
283, 115858
284, 124076
285, 124197
286, 123768
287, 115639
288, 115929
289, 123779
290, 143123
291, 119070
292, 159577
293, 114842
294, 106065
295, 111194
296, 114530
297, 114611
298, 118966
299, 107225
300, 106445
301, 112742
302, 131766
303, 114548
304, 123895
305, 107589
306, 113394
307, 111110
308, 107118
309, 100388
310, 85752
311, 76368
312, 75237
313, 74508
314, 81366
315, 77559
316, 74124
317, 74187
318, 97055
319, 92813
320, 71991
321, 73075
322, 76538
323, 82858
324, 82230
325, 72824
326, 72415
327, 84321
328, 76213
329, 72253
330, 75453
331, 76282
332, 78589
333, 71626
334, 72953
335, 78181
